loan_id,account_id,date,amount,duration,payments,status,account_id,district_id,frequency,date,district_id,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16
5435,2279,1998-06-01,314688,48,6556.0,C,2279,2,POPLATEK TYDNE,1996-10-30,2,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.6,1.85,132,2159.0,2674
5445,2322,1996-06-29,46320,24,1930.0,A,2322,33,POPLATEK MESICNE,1995-01-02,33,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.7,7.61,116,4650.0,4859
5446,2334,1997-08-04,48312,24,2013.0,C,2334,50,POPLATEK MESICNE,1996-03-19,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134
5447,2335,1997-11-12,541200,60,9020.0,D,2335,70,POPLATEK MESICNE,1996-04-04,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
5449,2343,1995-11-04,99336,24,4139.0,A,2343,68,POPLATEK MESICNE,1994-12-09,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887
5450,2345,1994-12-11,199680,60,3328.0,C,2345,5,POPLATEK MESICNE,1993-10-25,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040
5451,2350,1997-05-11,159744,48,3328.0,C,2350,18,POPLATEK MESICNE,1996-08-04,18,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.8,3.35,131,1740.0,1910
5452,2352,1996-04-29,49440,60,824.0,C,2352,70,POPLATEK MESICNE,1995-01-21,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
5453,2361,1995-04-01,156672,36,4352.0,A,2361,28,POPLATEK MESICNE,1994-02-25,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.6,2.01,112,1580.0,1525
5463,2413,1998-10-06,17952,12,1496.0,C,2413,33,POPLATEK MESICNE,1997-10-27,33,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.7,7.61,116,4650.0,4859
5464,2419,1995-01-30,95808,12,7984.0,A,2419,24,POPLATEK MESICNE,1993-11-27,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273
5469,2445,1997-12-26,293160,60,4886.0,C,2445,52,POPLATEK MESICNE,1996-07-07,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799
5470,2456,1996-04-15,200976,48,4187.0,C,2456,65,POPLATEK MESICNE,1995-09-09,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.7,5.72,105,2157.0,2718
5479,2486,1994-01-10,24516,12,2043.0,A,2486,1,POPLATEK MESICNE,1993-02-27,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
5482,2496,1996-01-12,165120,60,2752.0,C,2496,51,POPLATEK MESICNE,1994-05-21,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.5,2.97,131,3496.0,3839
5486,2516,1997-06-13,466608,48,9721.0,C,2516,6,POPLATEK MESICNE,1995-11-16,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120
5491,2545,1998-02-13,428784,48,8933.0,C,2545,1,POPLATEK MESICNE,1996-12-04,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
5494,2572,1996-06-13,360000,48,7500.0,C,2572,64,POPLATEK PO OBRATU,1994-11-13,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265
5495,2580,1996-08-02,89340,60,1489.0,C,2580,60,POPLATEK MESICNE,1995-11-09,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252
5501,2622,1998-05-21,136344,24,5681.0,C,2622,1,POPLATEK MESICNE,1996-08-21,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
5519,2694,1994-03-08,91632,12,7636.0,A,2694,7,POPLATEK MESICNE,1993-03-08,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.2,2.87,130,4289.0,4846
5520,2699,1998-08-30,231168,48,4816.0,C,2699,73,POPLATEK MESICNE,1996-12-25,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433
5523,2705,1993-12-08,93888,36,2608.0,A,2705,63,POPLATEK PO OBRATU,1993-07-05,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460
5525,2720,1998-04-27,93888,36,2608.0,C,2720,2,POPLATEK TYDNE,1997-06-16,2,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.6,1.85,132,2159.0,2674
5526,2725,1998-11-08,69624,36,1934.0,C,2725,52,POPLATEK MESICNE,1997-04-02,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799
5527,2728,1998-06-15,156420,60,2607.0,C,2728,52,POPLATEK TYDNE,1997-07-06,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799
5531,2753,1997-09-30,66432,24,2768.0,C,2753,26,POPLATEK MESICNE,1996-02-13,26,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.6,3.09,131,6041.0,6261
5532,2754,1997-05-04,335280,48,6985.0,C,2754,57,POPLATEK TYDNE,1996-01-26,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651
5533,2762,1994-07-05,111384,24,4641.0,A,2762,19,POPLATEK MESICNE,1993-03-20,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099
5549,2824,1994-07-16,50460,60,841.0,C,2824,11,POPLATEK MESICNE,1993-10-20,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529
5556,2872,1997-05-19,268320,60,4472.0,C,2872,1,POPLATEK MESICNE,1996-09-04,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
5561,2910,1998-08-29,437460,60,7291.0,C,2910,68,POPLATEK MESICNE,1997-10-21,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887
5563,2912,1996-02-29,380160,60,6336.0,C,2912,74,POPLATEK MESICNE,1994-07-30,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
5568,2933,1994-05-17,272520,60,4542.0,C,2933,10,POPLATEK MESICNE,1993-06-18,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316
5569,2936,1998-01-20,504000,60,8400.0,C,2936,3,POPLATEK MESICNE,1996-03-27,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813
5576,2962,1994-12-21,31248,12,2604.0,A,2962,1,POPLATEK MESICNE,1993-05-30,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
5582,2982,1998-04-17,41256,12,3438.0,C,2982,19,POPLATEK MESICNE,1996-06-04,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099
5584,2986,1997-12-06,24792,24,1033.0,C,2986,63,POPLATEK MESICNE,1996-04-09,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460
5585,2988,1998-07-08,88608,12,7384.0,C,2988,66,POPLATEK PO OBRATU,1996-10-14,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103
5586,2994,1996-09-14,48744,36,1354.0,C,2994,77,POPLATEK MESICNE,1996-05-03,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.0,5.56,113,3460.0,3590
5589,3005,1998-06-05,390000,48,8125.0,C,3005,42,POPLATEK PO OBRATU,1997-01-11,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668
5591,3021,1996-12-04,155616,48,3242.0,C,3021,10,POPLATEK MESICNE,1996-04-20,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316
5593,3037,1996-04-18,277884,36,7719.0,D,3037,44,POPLATEK MESICNE,1994-05-26,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325
5595,3050,1994-09-02,82896,12,6908.0,A,3050,60,POPLATEK MESICNE,1993-05-08,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252
5599,3064,1995-03-21,15420,12,1285.0,A,3064,40,POPLATEK MESICNE,1993-05-23,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.4,7.07,97,6949.0,6872
5606,3084,1996-08-28,253512,36,7042.0,D,3084,59,POPLATEK TYDNE,1996-01-28,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305
5610,3112,1996-02-24,123216,48,2567.0,C,3112,38,POPLATEK MESICNE,1994-08-12,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822
5611,3115,1996-11-15,321180,60,5353.0,C,3115,14,POPLATEK MESICNE,1996-03-27,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295
5614,3137,1998-09-21,253560,60,4226.0,C,3137,39,POPLATEK MESICNE,1996-12-15,39,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.3,9.4,90,4947.0,4743
5616,3143,1998-05-15,130896,24,5454.0,C,3143,38,POPLATEK MESICNE,1996-10-18,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822
5620,3161,1998-06-16,30012,12,2501.0,C,3161,48,POPLATEK MESICNE,1996-08-26,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717
5624,3166,1995-01-03,177744,48,3703.0,D,3166,71,POPLATEK MESICNE,1993-08-10,71,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.9,5.57,102,4980.0,4595
5625,3189,1996-12-15,222180,60,3703.0,D,3189,29,POPLATEK MESICNE,1995-11-29,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888
5634,3229,1997-05-01,39024,12,3252.0,A,3229,64,POPLATEK MESICNE,1995-11-18,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265
5635,3230,1996-10-04,77184,36,2144.0,C,3230,1,POPLATEK MESICNE,1995-03-11,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
5638,3249,1997-08-27,68124,12,5677.0,A,3249,74,POPLATEK MESICNE,1996-10-11,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
5643,3273,1997-09-21,94512,12,7876.0,B,3273,74,POPLATEK MESICNE,1995-12-29,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
5644,3293,1998-11-27,276084,36,7669.0,C,3293,1,POPLATEK MESICNE,1997-08-08,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
5651,3329,1997-12-08,19248,12,1604.0,A,3329,3,POPLATEK MESICNE,1996-10-12,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813
5656,3353,1997-02-09,146064,24,6086.0,C,3353,74,POPLATEK MESICNE,1996-08-27,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
5657,3354,1994-07-05,4980,12,415.0,A,3354,63,POPLATEK MESICNE,1993-11-05,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460
5665,3390,1998-03-11,40632,12,3386.0,C,3390,12,POPLATEK TYDNE,1996-12-22,12,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.8,4.31,137,3804.0,3868
5669,3403,1998-06-27,71820,36,1995.0,C,3403,63,POPLATEK MESICNE,1997-05-20,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460
5674,3418,1997-06-10,207264,48,4318.0,C,3418,42,POPLATEK PO OBRATU,1996-09-02,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668
5681,3448,1997-10-20,68664,24,2861.0,C,3448,58,POPLATEK TYDNE,1996-06-06,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471
5682,3455,1997-03-07,67464,12,5622.0,A,3455,34,POPLATEK MESICNE,1996-03-13,34,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.4,7.68,100,5323.0,5190
5683,3460,1998-05-29,140688,48,2931.0,C,3460,16,POPLATEK MESICNE,1997-04-08,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.1,1.54,107,1874.0,1913
5693,3489,1995-08-01,44088,24,1837.0,A,3489,9,POPLATEK MESICNE,1994-12-08,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487
5698,3556,1998-09-22,174840,60,2914.0,C,3556,58,POPLATEK MESICNE,1997-08-29,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471
5699,3562,1998-05-24,174960,24,7290.0,C,3562,50,POPLATEK MESICNE,1996-07-19,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134
5706,3608,1996-05-24,161496,36,4486.0,C,3608,72,POPLATEK TYDNE,1994-08-30,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208
5713,3629,1995-05-30,158760,60,2646.0,C,3629,48,POPLATEK MESICNE,1993-07-27,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717
5718,3637,1997-09-01,14028,12,1169.0,A,3637,53,POPLATEK MESICNE,1995-10-28,53,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903
5719,3664,1997-09-20,271584,48,5658.0,C,3664,1,POPLATEK MESICNE,1996-04-28,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
5723,3674,1994-09-10,23628,12,1969.0,A,3674,38,POPLATEK MESICNE,1993-03-12,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822
5724,3678,1995-02-05,316140,60,5269.0,D,3678,1,POPLATEK MESICNE,1993-03-24,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
5725,3679,1996-07-23,444864,48,9268.0,C,3679,64,POPLATEK MESICNE,1995-08-15,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265
5731,3711,1997-11-05,460980,60,7683.0,D,3711,3,POPLATEK MESICNE,1997-05-08,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813
5739,3747,1995-01-02,76380,12,6365.0,A,3747,1,POPLATEK MESICNE,1994-05-01,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
5740,3752,1995-04-02,18564,12,1547.0,A,3752,1,POPLATEK MESICNE,1994-11-25,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
5741,3754,1996-11-03,68544,24,2856.0,A,3754,37,POPLATEK TYDNE,1996-02-19,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.4,5.39,123,4147.0,4166
5750,3804,1996-02-08,63252,12,5271.0,A,3804,7,POPLATEK MESICNE,1994-04-07,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.2,2.87,130,4289.0,4846
5754,3834,1994-09-28,23052,12,1921.0,A,3834,54,POPLATEK MESICNE,1993-01-19,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
5758,3859,1997-05-02,307200,60,5120.0,D,3859,53,POPLATEK MESICNE,1996-04-23,53,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903
5760,3862,1998-09-18,74916,36,2081.0,C,3862,1,POPLATEK MESICNE,1996-11-23,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
5765,3875,1998-02-10,153936,24,6414.0,C,3875,44,POPLATEK MESICNE,1997-10-18,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325
5772,3906,1998-03-08,334620,60,5577.0,C,3906,52,POPLATEK MESICNE,1997-07-08,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799
5773,3907,1998-03-16,133848,24,5577.0,C,3907,37,POPLATEK MESICNE,1996-04-18,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.4,5.39,123,4147.0,4166
5774,3916,1998-07-12,96984,36,2694.0,C,3916,8,POPLATEK MESICNE,1997-09-28,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.2,1.44,127,5179.0,4987
5779,3942,1997-10-14,107352,36,2982.0,C,3942,27,POPLATEK TYDNE,1996-05-10,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127
5782,3953,1998-01-04,63576,12,5298.0,C,3953,1,POPLATEK MESICNE,1997-06-16,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
5784,3967,1997-03-29,84600,36,2350.0,D,3967,54,POPLATEK MESICNE,1996-09-22,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
5790,4033,1997-03-20,84288,48,1756.0,C,4033,57,POPLATEK MESICNE,1996-11-19,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651
5799,4052,1997-12-28,106128,36,2948.0,C,4052,36,POPLATEK TYDNE,1997-01-25,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.3,4.28,131,5796.0,6132
5804,4079,1995-04-05,158976,48,3312.0,C,4079,52,POPLATEK MESICNE,1993-11-03,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799
5805,4081,1995-11-28,137904,24,5746.0,B,4081,11,POPLATEK MESICNE,1995-07-22,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529
5808,4099,1997-07-31,41856,48,872.0,C,4099,54,POPLATEK MESICNE,1996-05-26,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
5815,4116,1998-06-03,151200,36,4200.0,C,4116,6,POPLATEK MESICNE,1997-10-05,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120
5817,4127,1997-08-15,100800,24,4200.0,D,4127,50,POPLATEK MESICNE,1996-05-03,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134
5823,4144,1998-06-21,212976,36,5916.0,C,4144,1,POPLATEK MESICNE,1996-08-19,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
5830,4190,1997-08-28,405780,60,6763.0,C,4190,62,POPLATEK MESICNE,1995-10-04,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906
5836,4259,1994-08-27,79632,24,3318.0,A,4259,66,POPLATEK MESICNE,1994-04-08,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103
5837,4260,1994-06-29,244560,60,4076.0,C,4260,56,POPLATEK MESICNE,1993-10-14,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.6,4.98,126,2854.0,3158
5841,4268,1998-11-04,41988,12,3499.0,C,4268,77,POPLATEK MESICNE,1997-02-20,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.0,5.56,113,3460.0,3590
5850,4293,1997-05-22,164196,36,4561.0,C,4293,64,POPLATEK PO OBRATU,1996-02-04,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265
5856,4320,1997-08-09,51360,12,4280.0,B,4320,61,POPLATEK MESICNE,1996-07-23,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.7,5.74,107,2112.0,2059
5861,4337,1994-12-08,51408,24,2142.0,A,4337,29,POPLATEK MESICNE,1993-11-16,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888
5862,4342,1997-12-09,100128,24,4172.0,C,4342,74,POPLATEK MESICNE,1996-04-29,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
5865,4354,1998-10-30,327660,60,5461.0,C,4354,38,POPLATEK MESICNE,1997-01-08,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822
5868,4361,1997-03-29,90156,12,7513.0,A,4361,69,POPLATEK MESICNE,1996-03-11,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358
5876,4413,1995-02-08,221280,48,4610.0,C,4413,74,POPLATEK TYDNE,1994-01-15,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
5877,4414,1995-02-23,97224,24,4051.0,A,4414,24,POPLATEK MESICNE,1993-09-10,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273
5878,4415,1997-04-01,74040,12,6170.0,A,4415,73,POPLATEK MESICNE,1995-07-05,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433
5880,4423,1995-10-31,73836,36,2051.0,A,4423,39,POPLATEK MESICNE,1995-04-26,39,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.3,9.4,90,4947.0,4743
5882,4427,1994-09-26,87816,12,7318.0,A,4427,32,POPLATEK MESICNE,1993-06-07,32,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505
5886,4447,1996-10-31,192744,36,5354.0,C,4447,62,POPLATEK MESICNE,1996-06-16,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906
5887,4448,1994-10-03,192744,36,5354.0,A,4448,60,POPLATEK MESICNE,1993-06-02,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252
5889,4456,1998-02-09,321240,60,5354.0,C,4456,14,POPLATEK MESICNE,1996-09-03,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295
5892,4462,1996-05-14,66480,24,2770.0,B,4462,73,POPLATEK TYDNE,1995-12-27,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433
5893,4467,1998-08-03,86184,36,2394.0,C,4467,17,POPLATEK TYDNE,1997-04-13,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.3,2.62,119,1003.0,1181
5895,4473,1997-01-03,93960,60,1566.0,C,4473,45,POPLATEK MESICNE,1995-10-09,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.2,2.89,132,2080.0,2122
5897,4476,1996-09-25,15192,24,633.0,A,4476,24,POPLATEK MESICNE,1994-11-10,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273
5900,4503,1996-01-01,135360,48,2820.0,C,4503,50,POPLATEK MESICNE,1995-01-03,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134
5906,4533,1998-05-05,81144,36,2254.0,C,4533,68,POPLATEK MESICNE,1997-08-03,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887
5909,4550,1998-01-03,61320,60,1022.0,C,4550,56,POPLATEK MESICNE,1997-02-06,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.6,4.98,126,2854.0,3158
5918,4576,1994-06-04,300204,36,8339.0,A,4576,27,POPLATEK MESICNE,1993-06-05,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127
5922,4580,1995-08-05,20220,12,1685.0,A,4580,9,POPLATEK MESICNE,1994-08-27,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487
5923,4585,1996-10-10,64656,48,1347.0,C,4585,27,POPLATEK MESICNE,1996-06-08,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127
5930,4616,1998-01-12,66696,24,2779.0,C,4616,1,POPLATEK MESICNE,1997-09-24,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
5931,4618,1997-03-17,66696,24,2779.0,D,4618,3,POPLATEK MESICNE,1996-07-21,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813
5932,4626,1997-06-18,33348,12,2779.0,A,4626,9,POPLATEK MESICNE,1996-06-15,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487
5933,4631,1997-12-13,87528,24,3647.0,C,4631,77,POPLATEK PO OBRATU,1996-12-12,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.0,5.56,113,3460.0,3590
5938,4650,1996-08-25,402000,60,6700.0,C,4650,4,POPLATEK MESICNE,1995-10-15,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.6,5.05,109,5244.0,5892
5940,4660,1997-05-28,106944,24,4456.0,C,4660,63,POPLATEK MESICNE,1997-01-03,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460
5942,4681,1997-03-15,162624,48,3388.0,C,4681,70,POPLATEK MESICNE,1995-08-08,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
